time	V(vin)	V(voutoa)	V(voutr)
7.523848865337916e-003	-1.791440e-001	1.385667e-001	3.045450e-010
7.525672462517057e-003	-1.927275e-001	1.276628e-001	4.024375e-010
7.527515273490549e-003	-2.064284e-001	1.122921e-001	5.315813e-010
7.529557278875609e-003	-2.215778e-001	9.310862e-002	7.109689e-010
7.530396472381305e-003	-2.277933e-001	8.507973e-002	7.987005e-010
7.530749916966074e-003	-2.304091e-001	8.238007e-002	8.401169e-010
7.530900710591008e-003	-2.315249e-001	8.240550e-002	8.586930e-010
7.530996355349238e-003	-2.322324e-001	8.471140e-002	8.707703e-010
7.531098670165460e-003	-2.329892e-001	9.130132e-002	8.839074e-010
7.531221570103897e-003	-2.338981e-001	1.046282e-001	8.999551e-010
7.531373911747086e-003	-2.350246e-001	1.261044e-001	9.202135e-010
7.531511075293085e-003	-2.360387e-001	1.464187e-001	9.388671e-010
7.531729843175442e-003	-2.376557e-001	1.746181e-001	9.694608e-010
7.532007236216724e-003	-2.397054e-001	2.002203e-001	1.009656e-009
7.532371061767653e-003	-2.423927e-001	2.199878e-001	1.064825e-009
7.532788090368151e-003	-2.454714e-001	2.316460e-001	1.131522e-009
7.533229289017271e-003	-2.487266e-001	2.379690e-001	1.207000e-009
7.534690801919985e-003	-2.594962e-001	2.502631e-001	1.498623e-009
7.541756736994093e-003	-3.114719e-001	3.024985e-001	-1.589231e-007
7.548822672068200e-003	-3.625910e-001	3.538532e-001	-1.850929e-007
7.555888607142307e-003	-4.128537e-001	4.043272e-001	-7.701070e-008
7.562954542216415e-003	-4.622600e-001	4.539206e-001	1.653235e-007
7.570020477290522e-003	-5.108098e-001	5.026332e-001	5.419097e-007
7.577086412364630e-003	-5.585031e-001	5.504652e-001	1.052748e-006
7.584152347438737e-003	-6.053399e-001	5.974165e-001	1.697838e-006
7.593917972438737e-003	-6.677369e-001	6.600485e-001	5.527580e-006
7.603683597438737e-003	-7.276208e-001	7.201896e-001	1.711209e-005
7.613449222438736e-003	-7.847660e-001	7.776155e-001	5.014700e-005
7.623214847438736e-003	-8.389575e-001	8.321140e-001	1.384967e-004
7.632980472438736e-003	-8.899913e-001	8.834807e-001	3.585544e-004
7.642746097438736e-003	-9.376755e-001	9.315240e-001	8.642079e-004
7.652511722438735e-003	-9.818305e-001	9.760635e-001	1.922502e-003
7.662277347438735e-003	-1.022290e+000	1.016933e+000	3.909099e-003
7.672042972438735e-003	-1.058902e+000	1.053977e+000	7.205560e-003
7.681808597438735e-003	-1.091528e+000	1.087059e+000	1.199900e-002
7.691574222438735e-003	-1.120046e+000	1.116053e+000	1.810782e-002
7.711105472438734e-003	-1.164345e+000	1.161358e+000	3.186991e-002
7.720871097438734e-003	-1.179958e+000	1.177497e+000	3.801860e-002
7.730636722438734e-003	-1.191130e+000	1.189207e+000	4.281720e-002
7.740402347438734e-003	-1.197819e+000	1.196445e+000	4.585530e-002
7.750167972438733e-003	-1.199999e+000	1.199181e+000	4.687808e-002
7.759933597438733e-003	-1.197663e+000	1.197405e+000	4.579117e-002
7.769699222438733e-003	-1.190820e+000	1.191124e+000	4.268075e-002
7.779464847438733e-003	-1.179494e+000	1.180360e+000	3.781445e-002
7.789230472438733e-003	-1.163729e+000	1.165155e+000	3.163350e-002
7.808761722438732e-003	-1.119135e+000	1.121661e+000	1.788101e-002
7.818527347438733e-003	-1.090474e+000	1.093537e+000	1.181006e-002
7.828292972438733e-003	-1.057708e+000	1.061296e+000	7.067457e-003
7.838058597438732e-003	-1.020961e+000	1.025061e+000	3.820900e-003
7.847824222438732e-003	-9.803720e-001	9.849672e-001	1.873033e-003
7.857589847438732e-003	-9.360928e-001	9.411672e-001	8.395171e-004
7.867355472438732e-003	-8.882903e-001	8.938259e-001	3.474083e-004
7.877121097438732e-003	-8.371446e-001	8.431225e-001	1.338793e-004
7.886886722438731e-003	-7.828480e-001	7.892492e-001	4.837240e-005
7.896652347438731e-003	-7.256050e-001	7.324106e-001	1.647532e-005
7.906417972438731e-003	-6.656309e-001	6.728229e-001	5.313827e-006
7.916183597438731e-003	-6.031515e-001	6.107144e-001	1.629626e-006
7.935714847438730e-003	-4.716261e-001	4.799066e-001	1.342626e-007
7.955246097438730e-003	-3.330071e-001	3.421103e-001	9.544814e-009
7.965011722438730e-003	-2.616856e-001	2.715920e-001	2.425560e-009
7.974777347438729e-003	-1.893793e-001	2.027259e-001	4.628612e-010
7.978037290776846e-003	-1.650699e-001	1.858558e-001	2.293797e-010
7.979319372916821e-003	-1.554898e-001	1.867412e-001	1.836654e-010
7.980150179447726e-003	-1.492764e-001	1.926936e-001	1.599878e-010
7.986162303907937e-003	-1.042024e-001	2.545391e-001	5.633897e-011
7.986525783254653e-003	-1.014719e-001	2.573661e-001	5.255223e-011
7.986820620290377e-003	-9.925665e-002	2.570299e-001	4.961990e-011
7.987077459576423e-003	-9.732664e-002	2.438521e-001	4.717937e-011
7.987367544013052e-003	-9.514650e-002	2.047021e-001	4.452471e-011
7.987513608294236e-003	-9.404863e-002	1.771441e-001	4.323110e-011
7.987680199411545e-003	-9.279637e-002	1.489245e-001	4.179709e-011
7.987819882728632e-003	-9.174630e-002	1.330196e-001	4.062193e-011
7.987966007460384e-003	-9.064773e-002	1.218357e-001	3.942153e-011
7.988134964599439e-003	-8.937742e-002	1.129608e-001	3.806878e-011
7.988349260531259e-003	-8.776607e-002	1.058003e-001	3.640548e-011
7.988626695364667e-003	-8.567973e-002	1.001404e-001	3.434168e-011
7.989069145465880e-003	-8.235192e-002	9.455243e-002	3.123586e-011
7.989632627369209e-003	-7.811288e-002	8.945684e-002	2.763137e-011
7.992111310420458e-003	-5.945497e-002	7.052459e-002	1.537827e-011
7.994830368410161e-003	-3.897125e-002	5.051129e-002	7.430816e-012
7.998869251373442e-003	-8.525572e-003	2.837904e-002	1.805928e-012
8.002293154203364e-003	1.728938e-002	3.151210e-002	2.788061e-012
8.006458305329717e-003	4.868111e-002	5.555899e-002	1.039082e-011
8.007888786384176e-003	5.945570e-002	5.847146e-002	1.490068e-011
8.008557500848680e-003	6.449095e-002	6.228791e-002	1.771126e-011
8.008928034401045e-003	6.728049e-002	6.706371e-002	1.946695e-011
8.009289413019064e-003	7.000076e-002	6.961639e-002	2.131189e-011
8.009669546572885e-003	7.286182e-002	7.173692e-002	2.336856e-011
8.009959369277750e-003	7.504287e-002	7.427093e-002	2.502422e-011
8.010256882526471e-003	7.728155e-002	7.638365e-002	2.681238e-011
8.010546219481491e-003	7.945845e-002	7.849038e-002	2.863786e-011
8.010877827499418e-003	8.195305e-002	8.107409e-002	3.084779e-011
8.011331139709685e-003	8.536262e-002	8.442561e-002	3.406925e-011
8.015698795355457e-003	1.182185e-001	1.172451e-001	-2.404819e-010
8.020066451001227e-003	1.509297e-001	1.499144e-001	-1.192801e-010
8.024434106646999e-003	1.834962e-001	1.824337e-001	3.976747e-010
8.028801762292771e-003	2.159182e-001	2.148029e-001	1.310383e-009
8.033169417938543e-003	2.481955e-001	2.470221e-001	2.618843e-009
8.037537073584313e-003	2.803282e-001	2.790911e-001	4.323057e-009
8.041904729230085e-003	3.123163e-001	3.110101e-001	6.423024e-009
8.061435979230085e-003	4.517981e-001	4.503723e-001	9.210600e-008
8.080967229230084e-003	5.844843e-001	5.829611e-001	1.143915e-006
8.090732854230084e-003	6.476507e-001	6.460857e-001	3.782029e-006
8.100498479230084e-003	7.083795e-001	7.067772e-001	1.190691e-005
8.110264104230084e-003	7.664421e-001	7.648073e-001	3.553704e-005
8.120029729230083e-003	8.216199e-001	8.199571e-001	1.001158e-004
8.129795354230083e-003	8.737054e-001	8.720193e-001	2.648910e-004
8.139560979230083e-003	9.225024e-001	9.207975e-001	6.540838e-004
8.149326604230083e-003	9.678274e-001	9.661084e-001	1.495181e-003
8.159092229230083e-003	1.009510e+000	1.007781e+000	3.133943e-003
8.168857854230082e-003	1.047392e+000	1.045659e+000	5.968624e-003
8.178623479230082e-003	1.081333e+000	1.079600e+000	1.027381e-002
8.188389104230082e-003	1.111204e+000	1.109475e+000	1.599850e-002
8.198154729230082e-003	1.136892e+000	1.135173e+000	2.269973e-002
8.207920354230082e-003	1.158301e+000	1.156596e+000	2.966902e-002
8.217685979230081e-003	1.175351e+000	1.173664e+000	3.614132e-002
8.227451604230081e-003	1.187977e+000	1.186313e+000	4.144426e-002
8.237217229230081e-003	1.196132e+000	1.194496e+000	4.508627e-002
8.246982854230081e-003	1.199784e+000	1.198180e+000	4.677592e-002
8.256748479230081e-003	1.198921e+000	1.197353e+000	4.637545e-002
8.266514104230080e-003	1.193546e+000	1.192018e+000	4.390530e-002
8.276279729230080e-003	1.183678e+000	1.182194e+000	3.956632e-002
8.286045354230080e-003	1.169356e+000	1.167919e+000	3.374844e-002
8.295810979230080e-003	1.150632e+000	1.149246e+000	2.701573e-002
8.305576604230079e-003	1.127577e+000	1.126246e+000	2.006568e-002
8.315342229230079e-003	1.100278e+000	1.099005e+000	1.366389e-002
8.325107854230079e-003	1.068838e+000	1.067626e+000	8.449626e-003
8.334873479230079e-003	1.033376e+000	1.032227e+000	4.721552e-003
8.344639104230079e-003	9.940236e-001	9.929407e-001	2.387847e-003
8.354404729230078e-003	9.509302e-001	9.499155e-001	1.100810e-003
8.364170354230078e-003	9.042578e-001	9.033130e-001	4.670729e-004
8.373935979230078e-003	8.541819e-001	8.533088e-001	1.840718e-004
8.383701604230078e-003	8.008911e-001	8.000910e-001	6.787651e-005
8.393467229230078e-003	7.445859e-001	7.438596e-001	2.355531e-005
8.403232854230077e-003	6.854783e-001	6.848266e-001	7.729604e-006
8.412998479230077e-003	6.237906e-001	6.232136e-001	2.408295e-006
8.432529729230077e-003	4.936129e-001	4.931840e-001	2.039277e-007
8.452060979230076e-003	3.560109e-001	3.557234e-001	1.482003e-008
8.471592229230076e-003	2.130540e-001	2.128891e-001	9.432665e-010
8.481357854230076e-003	1.402373e-001	1.401074e-001	2.190252e-010
8.491123479230076e-003	6.689270e-002	6.614249e-002	4.240527e-011
8.500889104230075e-003	-6.703653e-003	1.693929e-002	1.221005e-011
8.510654729230075e-003	-8.027478e-002	2.572819e-002	2.980543e-011
8.510924249761626e-003	-8.230224e-002	3.346545e-002	3.116337e-011
8.511463290824729e-003	-8.635647e-002	6.040555e-002	3.503874e-011
8.511892785841031e-003	-8.958606e-002	7.534354e-002	3.833293e-011
8.512309303167091e-003	-9.271746e-002	8.186295e-002	4.176432e-011
8.513442645427456e-003	-1.012347e-001	9.085514e-002	5.246131e-011
8.515835231441903e-003	-1.191979e-001	1.082183e-001	8.291680e-011
8.518173978455695e-003	-1.367310e-001	1.240545e-001	1.261397e-010
8.520906681334274e-003	-1.571797e-001	1.392824e-001	1.932162e-010
8.522331765849305e-003	-1.678256e-001	1.428430e-001	2.391973e-010
8.523593460740248e-003	-1.772397e-001	1.402051e-001	2.917629e-010
8.525441945314613e-003	-1.910118e-001	1.292827e-001	3.897042e-010
8.527506567389357e-003	-2.063637e-001	1.123615e-001	5.317450e-010
8.530273248671283e-003	-2.268810e-001	8.630473e-002	7.846981e-010
8.530751311989597e-003	-2.304195e-001	8.245867e-002	8.403999e-010
8.530917572791842e-003	-2.316496e-001	8.277442e-002	8.608285e-010
8.531023893787756e-003	-2.324361e-001	8.595431e-002	8.742939e-010
8.531136359699430e-003	-2.332680e-001	9.411304e-002	8.887917e-010
8.531250820857888e-003	-2.341145e-001	1.074099e-001	9.037977e-010
8.531393220364050e-003	-2.351674e-001	1.280429e-001	9.228149e-010
8.531545269589838e-003	-2.362915e-001	1.504526e-001	9.435788e-010
8.531763913389195e-003	-2.379075e-001	1.777658e-001	9.743009e-010
8.532053293438554e-003	-2.400457e-001	2.030413e-001	1.016485e-009
8.532425686304445e-003	-2.427961e-001	2.218885e-001	1.073321e-009
8.532835982024511e-003	-2.458248e-001	2.324762e-001	1.139448e-009
8.533297368545582e-003	-2.492288e-001	2.386696e-001	1.219072e-009
8.534852421164908e-003	-2.606859e-001	2.514713e-001	1.535966e-009
8.546863126873529e-003	-3.482559e-001	3.395230e-001	1.178432e-008
8.566394376873529e-003	-4.862077e-001	4.778857e-001	1.772262e-007
8.585925626873528e-003	-6.168465e-001	6.089641e-001	2.110880e-006
8.595691251873528e-003	-6.788043e-001	6.711608e-001	6.812240e-006
8.605456876873528e-003	-7.382073e-001	7.308253e-001	2.088833e-005
8.615222501873528e-003	-7.948319e-001	7.877352e-001	6.058052e-005
8.624988126873527e-003	-8.484648e-001	8.416799e-001	1.654315e-004
8.634753751873527e-003	-8.989044e-001	8.924569e-001	4.229982e-004
8.644519376873527e-003	-9.459606e-001	9.398771e-001	1.005499e-003
8.654285001873527e-003	-9.894565e-001	9.837621e-001	2.202193e-003
8.664050626873527e-003	-1.029228e+000	1.023948e+000	4.400981e-003
8.673816251873526e-003	-1.065126e+000	1.060283e+000	7.964552e-003
8.683581876873526e-003	-1.097015e+000	1.092631e+000	1.302239e-002
8.693347501873526e-003	-1.124776e+000	1.120871e+000	1.931968e-002
8.712878751873526e-003	-1.167507e+000	1.164615e+000	3.306264e-002
8.722644376873525e-003	-1.182318e+000	1.179954e+000	3.900869e-002
8.732410001873525e-003	-1.192678e+000	1.190855e+000	4.351269e-002
8.742175626873525e-003	-1.198550e+000	1.197276e+000	4.619645e-002
8.751941251873525e-003	-1.199911e+000	1.199193e+000	4.683713e-002
8.761706876873525e-003	-1.196755e+000	1.196599e+000	4.537147e-002
8.771472501873524e-003	-1.189095e+000	1.189501e+000	4.191621e-002
8.781238126873524e-003	-1.176960e+000	1.177928e+000	3.677147e-002
8.791003751873524e-003	-1.160395e+000	1.161921e+000	3.041196e-002
8.800769376873524e-003	-1.139462e+000	1.141541e+000	2.346854e-002
8.810535001873524e-003	-1.114241e+000	1.116865e+000	1.670025e-002
8.820300626873523e-003	-1.084825e+000	1.087985e+000	1.083977e-002
8.830066251873523e-003	-1.051327e+000	1.055009e+000	6.368396e-003
8.839831876873523e-003	-1.013872e+000	1.018063e+000	3.380776e-003
8.849597501873523e-003	-9.726011e-001	9.772846e-001	1.629397e-003
8.859363126873522e-003	-9.276693e-001	9.328288e-001	7.192923e-004
8.869128751873522e-003	-8.792461e-001	8.848634e-001	2.936593e-004
8.878894376873522e-003	-8.275135e-001	8.335698e-001	1.117989e-004
8.888660001873522e-003	-7.726663e-001	7.791424e-001	3.994875e-005
8.898425626873522e-003	-7.149110e-001	7.217882e-001	1.346802e-005
8.908191251873521e-003	-6.544650e-001	6.617255e-001	4.303202e-006
8.917956876873521e-003	-5.915557e-001	5.991846e-001	1.308376e-006
8.937488126873521e-003	-4.593028e-001	4.676491e-001	1.062065e-007
8.957019376873520e-003	-3.201416e-001	3.293442e-001	7.460395e-009
8.966785001873520e-003	-2.486212e-001	2.588816e-001	1.884292e-009
8.976550626873520e-003	-1.761651e-001	1.957020e-001	3.477217e-010
8.979466636210753e-003	-1.543888e-001	1.891043e-001	1.808083e-010
8.980223445732441e-003	-1.487283e-001	1.932909e-001	1.581102e-010
8.986083068602390e-003	-1.047975e-001	2.537908e-001	5.718137e-011
8.986406181479008e-003	-1.023704e-001	2.563674e-001	5.376801e-011
8.986686245185453e-003	-1.002663e-001	2.566973e-001	5.093957e-011
8.987003886011596e-003	-9.787953e-002	2.448877e-001	4.787353e-011
8.987280630719265e-003	-9.579973e-002	2.130035e-001	4.530335e-011
8.987421470663904e-003	-9.474117e-002	1.869736e-001	4.403965e-011
8.987590263247039e-003	-9.347243e-002	1.560167e-001	4.256554e-011
8.987710035437886e-003	-9.257209e-002	1.401935e-001	4.154176e-011
8.987842706939832e-003	-9.157471e-002	1.280571e-001	4.043294e-011
8.988008584062334e-003	-9.032763e-002	1.172664e-001	3.907791e-011
8.988186184648413e-003	-8.899230e-002	1.097470e-001	3.766781e-011
8.988451347070353e-003	-8.699840e-002	1.029603e-001	3.564226e-011
8.988847557758851e-003	-8.401863e-002	9.688766e-002	3.277194e-011
8.989383825862698e-003	-7.998472e-002	9.153801e-002	2.920200e-011
8.990379014145934e-003	-7.249635e-002	8.360644e-002	2.339570e-011
8.991829704630375e-003	-6.157552e-002	7.264099e-002	1.666238e-011
8.994639042159922e-003	-4.041303e-002	5.207368e-002	8.338055e-012
8.999715075460607e-003	-2.148279e-003	2.765733e-002	1.956082e-012
9.003171840809067e-003	2.391353e-002	3.589595e-002	3.295372e-012
9.005918094306606e-003	4.461110e-002	5.478695e-002	8.372925e-012
9.007110130711187e-003	5.359129e-002	5.681324e-002	1.185646e-011
9.007766261731779e-003	5.853300e-002	5.778435e-002	1.432224e-011
9.008547896852612e-003	6.441864e-002	6.351442e-002	1.773002e-011
9.009270149448117e-003	6.985576e-002	6.905442e-002	2.130681e-011
9.010068690208893e-003	7.586551e-002	7.490832e-002	2.582705e-011
9.010980527955140e-003	8.272556e-002	8.182741e-002	3.173257e-011
9.011876956858244e-003	8.946705e-002	8.850501e-002	3.843498e-011
9.012899483354335e-003	9.715337e-002	9.621928e-002	4.733381e-011
9.017047656460378e-003	1.283324e-001	1.273711e-001	-2.235049e-010
9.021195829566420e-003	1.593753e-001	1.583835e-001	-1.382725e-010
9.025344002672462e-003	1.902822e-001	1.892563e-001	3.030312e-010
9.029492175778503e-003	2.210530e-001	2.199897e-001	1.100406e-009
9.033640348884545e-003	2.516877e-001	2.505835e-001	2.253852e-009
9.037788521990588e-003	2.821864e-001	2.810379e-001	3.763369e-009
9.041936695096630e-003	3.125490e-001	3.113527e-001	5.628958e-009
9.060424173136749e-003	4.447215e-001	4.433011e-001	8.050001e-008
9.079955423136749e-003	5.778099e-001	5.762908e-001	1.008046e-006
9.089721048136748e-003	6.412153e-001	6.396541e-001	3.346633e-006
9.099486673136748e-003	7.022074e-001	7.006086e-001	1.059418e-005
9.109252298136748e-003	7.605566e-001	7.589248e-001	3.181115e-005
9.119017923136748e-003	8.160431e-001	8.143831e-001	9.018236e-005
9.128783548136748e-003	8.684583e-001	8.667744e-001	2.402295e-004
9.138549173136747e-003	9.176048e-001	9.159017e-001	5.976533e-004
9.148314798136747e-003	9.632977e-001	9.615799e-001	1.377740e-003
9.158080423136747e-003	1.005365e+000	1.003637e+000	2.915174e-003
9.167846048136747e-003	1.043648e+000	1.041915e+000	5.609272e-003
9.177611673136746e-003	1.078003e+000	1.076270e+000	9.757672e-003
9.187377298136746e-003	1.108301e+000	1.106572e+000	1.534962e-002
9.197142923136746e-003	1.134428e+000	1.132707e+000	2.197971e-002
9.206908548136746e-003	1.156284e+000	1.154577e+000	2.895739e-002
9.216674173136746e-003	1.173789e+000	1.172100e+000	3.551457e-002
9.226439798136745e-003	1.186876e+000	1.185210e+000	4.096355e-002
9.236205423136745e-003	1.195495e+000	1.193856e+000	4.479398e-002
9.245971048136745e-003	1.199615e+000	1.198007e+000	4.669628e-002
9.255736673136745e-003	1.199221e+000	1.197648e+000	4.651495e-002
9.265502298136745e-003	1.194312e+000	1.192779e+000	4.425288e-002
9.275267923136744e-003	1.184908e+000	1.183419e+000	4.009300e-002
9.285033548136744e-003	1.171045e+000	1.169603e+000	3.440617e-002
9.294799173136744e-003	1.152774e+000	1.151383e+000	2.773798e-002
9.304564798136744e-003	1.130164e+000	1.128828e+000	2.077354e-002
9.314330423136744e-003	1.103301e+000	1.102022e+000	1.428067e-002
9.324096048136743e-003	1.072285e+000	1.071066e+000	8.922650e-003
9.333861673136743e-003	1.037233e+000	1.036077e+000	5.038706e-003
9.343627298136743e-003	9.982772e-001	9.971874e-001	2.574053e-003
9.353392923136743e-003	9.555642e-001	9.545423e-001	1.197573e-003
9.363158548136743e-003	9.092546e-001	9.083025e-001	5.122860e-004
9.372924173136742e-003	8.595228e-001	8.586423e-001	2.033646e-004
9.382689798136742e-003	8.065560e-001	8.057483e-001	7.548708e-005
9.392455423136742e-003	7.505535e-001	7.498196e-001	2.635550e-005
9.402221048136742e-003	6.917260e-001	6.910665e-001	8.696868e-006
9.411986673136741e-003	6.302950e-001	6.297102e-001	2.723579e-006
9.431517923136741e-003	5.005565e-001	5.001196e-001	2.326868e-007
9.451049173136741e-003	3.632890e-001	3.629942e-001	1.703141e-008
9.470580423136740e-003	2.205573e-001	2.203868e-001	1.092235e-009
9.480346048136740e-003	1.478110e-001	1.476788e-001	2.561641e-010
9.490111673136740e-003	7.450827e-002	7.423291e-002	5.097213e-011
9.499877298136740e-003	9.251502e-004	-4.121097e-003	6.121918e-012
9.505059633879121e-003	-3.814232e-002	-2.482733e-002	7.238963e-012
9.507382342583222e-003	-5.564160e-002	1.046818e-002	1.345266e-011
9.509202615635435e-003	-6.934743e-002	5.585695e-002	2.140597e-011
9.510686072061500e-003	-8.051056e-002	7.199647e-002	2.995245e-011
9.511805236016460e-003	-8.892778e-002	7.782447e-002	3.800306e-011
9.513025143054424e-003	-9.809767e-002	8.794472e-002	4.861161e-011
9.516744000004466e-003	-1.260140e-001	1.147236e-001	9.703029e-011
9.518826974066088e-003	-1.416212e-001	1.284924e-001	1.381956e-010
9.520639993977871e-003	-1.551860e-001	1.383955e-001	1.839081e-010
9.522017647191600e-003	-1.654801e-001	1.424417e-001	2.277370e-010
9.523313308627802e-003	-1.751503e-001	1.410129e-001	2.794266e-010
9.525109144205251e-003	-1.885341e-001	1.317187e-001	3.693444e-010
9.526911971075060e-003	-2.019459e-001	1.176593e-001	4.860376e-010
9.529028760288433e-003	-2.176602e-001	9.829349e-002	6.573484e-010
9.530328596174821e-003	-2.272908e-001	8.562726e-002	7.902553e-010
9.530632007222690e-003	-2.295366e-001	8.284508e-002	8.257489e-010
9.530817901993428e-003	-2.309122e-001	8.170242e-002	8.483602e-010
9.530907848094706e-003	-2.315776e-001	8.206125e-002	8.595623e-010
9.530998416497056e-003	-2.322477e-001	8.441731e-002	8.710269e-010
9.531091998668880e-003	-2.329399e-001	9.020026e-002	8.830391e-010
9.531210667810436e-003	-2.338175e-001	1.025959e-001	8.985133e-010
9.531351506208827e-003	-2.348590e-001	1.220374e-001	9.172033e-010
9.531492774845001e-003	-2.359034e-001	1.431409e-001	9.363520e-010
9.531689059293099e-003	-2.373543e-001	1.692383e-001	9.636986e-010
9.531982558029352e-003	-2.395231e-001	1.980471e-001	1.006001e-009
9.532305584227383e-003	-2.419092e-001	2.174263e-001	1.054610e-009
9.532704140445955e-003	-2.448518e-001	2.298813e-001	1.117724e-009
9.533126574390042e-003	-2.479690e-001	2.367222e-001	1.189016e-009
9.533766889591268e-003	-2.526906e-001	2.430087e-001	1.305884e-009
9.540870194573885e-003	-3.050136e-001	2.958061e-001	-1.464336e-007
9.547973499556500e-003	-3.564829e-001	3.476746e-001	-1.704835e-007
9.555076804539117e-003	-4.070984e-001	3.986143e-001	-7.084390e-008
9.562180109521734e-003	-4.568601e-001	4.486250e-001	1.524852e-007
9.569283414504351e-003	-5.057681e-001	4.977069e-001	4.995038e-007
9.576386719486966e-003	-5.538224e-001	5.458599e-001	9.702120e-007
9.583490024469583e-003	-6.010228e-001	5.930840e-001	1.564610e-006
9.593255649469583e-003	-6.635819e-001	6.558768e-001	5.110376e-006
9.603021274469582e-003	-7.236434e-001	7.161940e-001	1.587657e-005
9.612786899469582e-003	-7.809813e-001	7.738109e-001	4.670538e-005
9.622552524469582e-003	-8.353797e-001	8.285146e-001	1.295315e-004
9.632318149469582e-003	-8.866339e-001	8.800999e-001	3.368843e-004
9.642083774469581e-003	-9.345511e-001	9.283745e-001	8.161314e-004
9.651849399469581e-003	-9.789508e-001	9.731569e-001	1.826007e-003
9.661615024469581e-003	-1.019666e+000	1.014280e+000	3.736703e-003
9.671380649469581e-003	-1.056543e+000	1.051589e+000	6.935018e-003
9.681146274469581e-003	-1.089444e+000	1.084944e+000	1.162804e-002
9.690911899469580e-003	-1.118245e+000	1.114218e+000	1.766156e-002
9.710443149469580e-003	-1.163126e+000	1.160104e+000	3.141793e-002
9.720208774469580e-003	-1.179039e+000	1.176542e+000	3.763715e-002
9.729974399469580e-003	-1.190513e+000	1.188554e+000	4.254217e-002
9.739740024469579e-003	-1.197507e+000	1.196096e+000	4.571054e-002
9.749505649469579e-003	-1.199994e+000	1.199137e+000	4.687541e-002
9.759271274469579e-003	-1.197965e+000	1.197668e+000	4.593075e-002
9.769036899469579e-003	-1.191426e+000	1.191692e+000	4.295137e-002
9.778802524469579e-003	-1.180403e+000	1.181231e+000	3.819283e-002
9.788568149469578e-003	-1.164937e+000	1.166325e+000	3.208390e-002
9.808099399469578e-003	-1.120927e+000	1.123417e+000	1.832907e-002
9.817865024469578e-003	-1.092548e+000	1.095575e+000	1.218410e-002
9.827630649469578e-003	-1.060057e+000	1.063610e+000	7.341466e-003
9.837396274469577e-003	-1.023577e+000	1.027642e+000	3.996289e-003
9.847161899469577e-003	-9.832433e-001	9.878054e-001	1.971612e-003
9.856927524469577e-003	-9.392092e-001	9.442517e-001	8.888102e-004
9.866693149469577e-003	-8.916402e-001	8.971450e-001	3.696957e-004
9.876458774469576e-003	-8.407152e-001	8.466638e-001	1.431246e-004
9.886224399469576e-003	-7.866260e-001	7.929991e-001	5.192990e-005
9.895990024469576e-003	-7.295761e-001	7.363549e-001	1.775526e-005
9.905755649469576e-003	-6.697802e-001	6.769466e-001	5.747021e-006
9.915521274469576e-003	-6.074634e-001	6.150016e-001	1.768218e-006
9.935052524469575e-003	-4.762140e-001	4.844699e-001	1.465021e-007
9.954583774469575e-003	-3.378018e-001	3.468699e-001	1.046214e-008
9.974115024469574e-003	-1.943088e-001	2.068086e-001	5.151891e-010
9.977532390047835e-003	-1.688397e-001	1.874611e-001	2.499624e-010
9.979113751402188e-003	-1.570270e-001	1.853565e-001	1.895805e-010
9.979659202633452e-003	-1.529488e-001	1.880572e-001	1.730811e-010
9.980572376560372e-003	-1.461169e-001	1.972931e-001	1.502756e-010
9.981485550487291e-003	-1.392806e-001	2.065694e-001	1.295713e-010
9.982398724414211e-003	-1.324401e-001	2.158859e-001	1.109680e-010
9.983311898341131e-003	-1.255953e-001	2.252427e-001	9.446583e-011
9.984225072268050e-003	-1.187462e-001	2.346398e-001	8.006476e-011
9.985138246194970e-003	-1.118929e-001	2.440772e-001	6.776480e-011
9.986051420121890e-003	-1.050352e-001	2.535549e-001	5.756593e-011
9.986421718177145e-003	-1.022537e-001	2.565808e-001	5.362782e-011
9.986805295479816e-003	-9.937181e-002	2.572141e-001	4.977545e-011
9.987050870653836e-003	-9.752645e-002	2.465320e-001	4.742591e-011
9.987335099870693e-003	-9.539035e-002	2.108280e-001	4.481334e-011
9.987471231051126e-003	-9.436715e-002	1.851136e-001	4.360087e-011
9.987632694142455e-003	-9.315348e-002	1.556075e-001	4.220123e-011
9.987758271169737e-003	-9.220947e-002	1.392650e-001	4.113567e-011
9.987893860781817e-003	-9.119014e-002	1.270669e-001	4.001097e-011
9.988063423640252e-003	-8.991531e-002	1.163887e-001	3.863785e-011
9.988258941521843e-003	-8.844522e-002	1.085090e-001	3.710156e-011
9.988543142049552e-003	-8.630809e-002	1.017378e-001	3.496136e-011
9.988999228272627e-003	-8.287784e-002	9.534112e-002	3.172172e-011
9.989576236806273e-003	-7.853714e-002	8.992590e-002	2.799282e-011
9.992173170434941e-003	-5.898912e-002	7.006609e-002	1.522112e-011
9.995103119744423e-003	-3.691578e-002	4.869314e-002	7.092129e-012
9.999734328412177e-003	-2.003116e-003	1.648474e-002	1.516066e-013
1.000000000000000e-002	-2.939152e-015	1.487870e-002	-1.603845e-031
